,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Lfng,0,1.351061061,0.626,0.396,0,Tnaive,Lfng
Ftx,4.23E-10,1.350591126,0.046,0.029,1.40E-05,Tnaive,Ftx
Sell.2,0,1.349147211,0.886,0.465,0,Tnaive,Sell
Itgb7.1,0,1.348737377,0.886,0.541,0,Tnaive,Itgb7
Dleu2.2,9.48E-121,1.346722985,0.229,0.105,3.14E-116,Tnaive,Dleu2
Ndor1.1,2.30E-35,1.345800363,0.105,0.057,7.64E-31,Tnaive,Ndor1
Setd4.2,6.27E-56,1.345549437,0.167,0.093,2.08E-51,Tnaive,Setd4
Retreg1.2,1.45E-144,1.345497993,0.318,0.169,4.82E-140,Tnaive,Retreg1
Atpsckmt.2,9.72E-32,1.345333415,0.102,0.057,3.22E-27,Tnaive,Atpsckmt
Gm12216.2,2.53E-89,1.345236606,0.248,0.141,8.38E-85,Tnaive,Gm12216
Atp6v0c.2,0,1.344532935,0.657,0.268,0,Tnaive,Atp6v0c
Tmem229b.1,1.06E-50,1.342813099,0.173,0.103,3.52E-46,Tnaive,Tmem229b
Smim40.2,3.27E-16,1.342169918,0.031,0.014,1.08E-11,Tnaive,Smim40
Tmem186.1,3.56E-21,1.3420638,0.072,0.04,1.18E-16,Tnaive,Tmem186
Ramac.2,2.20E-248,1.340174193,0.407,0.187,7.27E-244,Tnaive,Ramac
Dele1.2,4.00E-45,1.339845976,0.12,0.062,1.33E-40,Tnaive,Dele1
Fam189b.2,0,1.339508866,0.8,0.524,0,Tnaive,Fam189b
Trav3-1,2.75E-09,1.337968981,0.013,0.005,9.13E-05,Tnaive,Trav3-1
Zup1.2,4.00E-146,1.337783351,0.261,0.118,1.32E-141,Tnaive,Zup1
Kcna2.1,3.32E-17,1.337329741,0.062,0.035,1.10E-12,Tnaive,Kcna2
Isoc2a.2,9.83E-38,1.336616573,0.123,0.069,3.26E-33,Tnaive,Isoc2a
Ecpas.2,1.24E-40,1.33628543,0.12,0.065,4.11E-36,Tnaive,Ecpas
Mib2.1,2.03E-29,1.334582123,0.084,0.044,6.73E-25,Tnaive,Mib2
Prps1l3.2,1.70E-73,1.330304236,0.2,0.109,5.63E-69,Tnaive,Prps1l3
D730003I15Rik.1,7.68E-29,1.329510671,0.093,0.051,2.54E-24,Tnaive,D730003I15Rik
Gm9828.2,1.86E-07,1.328888072,0.022,0.012,0.006173359,Tnaive,Gm9828
Lpar6.2,6.26E-67,1.326724048,0.185,0.101,2.07E-62,Tnaive,Lpar6
Gm49032.1,2.30E-10,1.326173924,0.032,0.017,7.61E-06,Tnaive,Gm49032
Sqor.2,7.31E-08,1.326099409,0.025,0.014,0.002421088,Tnaive,Sqor
Gm2682.2,0,1.325913236,0.704,0.38,0,Tnaive,Gm2682
Dgka.1,0,1.325202228,0.872,0.525,0,Tnaive,Dgka
Entr1.2,1.80E-132,1.324911367,0.263,0.126,5.97E-128,Tnaive,Entr1
Gm11175.2,6.80E-13,1.323172273,0.032,0.016,2.25E-08,Tnaive,Gm11175
Lrrc29.2,2.57E-07,1.322527099,0.028,0.017,0.008507222,Tnaive,Lrrc29
Gm16638,1.77E-09,1.322123539,0.026,0.014,5.87E-05,Tnaive,Gm16638
Trav7-5.2,6.77E-19,1.321292992,0.03,0.012,2.24E-14,Tnaive,Trav7-5
Fam71b.2,1.97E-17,1.321039075,0.065,0.038,6.54E-13,Tnaive,Fam71b
Vamp1.2,4.67E-28,1.320027013,0.096,0.054,1.55E-23,Tnaive,Vamp1
Gm45464.2,6.51E-08,1.318377744,0.022,0.012,0.002157251,Tnaive,Gm45464
Gm4737.2,2.20E-57,1.31771126,0.159,0.085,7.29E-53,Tnaive,Gm4737
Rras2.2,1.55E-132,1.317695203,0.374,0.236,5.15E-128,Tnaive,Rras2
Ripor2.2,0,1.31647435,0.798,0.418,0,Tnaive,Ripor2
Rab3ip,3.63E-170,1.315819048,0.4,0.236,1.20E-165,Tnaive,Rab3ip
Gm4890.1,5.04E-14,1.314902405,0.05,0.029,1.67E-09,Tnaive,Gm4890
Fyco1.1,8.64E-87,1.313807924,0.231,0.127,2.86E-82,Tnaive,Fyco1
Haao.1,1.38E-46,1.312454574,0.145,0.081,4.58E-42,Tnaive,Haao
Tcp11l2.2,7.42E-256,1.312303617,0.48,0.256,2.46E-251,Tnaive,Tcp11l2
Trbv4.2,5.96E-35,1.30953882,0.072,0.033,1.98E-30,Tnaive,Trbv4
5530601H04Rik.2,5.75E-16,1.309352334,0.057,0.033,1.91E-11,Tnaive,5530601H04Rik
Smug1,7.16E-10,1.309202307,0.041,0.025,2.37E-05,Tnaive,Smug1
Zfp7.1,5.10E-27,1.308514626,0.097,0.056,1.69E-22,Tnaive,Zfp7
Rxylt1.2,2.51E-32,1.307957605,0.096,0.051,8.31E-28,Tnaive,Rxylt1
Gramd4.1,1.79E-123,1.30734673,0.309,0.174,5.92E-119,Tnaive,Gramd4
Acss2.1,2.48E-67,1.307119555,0.177,0.094,8.22E-63,Tnaive,Acss2
Nme3.2,7.45E-66,1.305780799,0.18,0.097,2.47E-61,Tnaive,Nme3
Maco1.2,2.58E-40,1.305313526,0.114,0.06,8.53E-36,Tnaive,Maco1
Zfp438.1,5.98E-07,1.303939157,0.027,0.016,0.019821806,Tnaive,Zfp438
D330023K18Rik.2,7.99E-11,1.303434667,0.025,0.012,2.65E-06,Tnaive,D330023K18Rik
Gm43647.2,1.55E-08,1.303284711,0.049,0.033,0.000514139,Tnaive,Gm43647
Eef2k.1,6.86E-15,1.302364254,0.062,0.037,2.27E-10,Tnaive,Eef2k
Arsk.1,2.78E-11,1.302067113,0.05,0.031,9.22E-07,Tnaive,Arsk
Zfp597.1,5.39E-23,1.301848495,0.087,0.051,1.79E-18,Tnaive,Zfp597
Qtrt2.1,6.96E-12,1.300827211,0.046,0.027,2.31E-07,Tnaive,Qtrt2
Sap18,0,1.300722013,0.622,0.364,0,Tnaive,Sap18
Tnfaip8l2.2,8.08E-295,1.300167671,0.59,0.372,2.68E-290,Tnaive,Tnfaip8l2
Siah1a.1,9.80E-76,1.299537724,0.229,0.134,3.25E-71,Tnaive,Siah1a
Tepsin.1,8.16E-15,1.299252925,0.05,0.028,2.70E-10,Tnaive,Tepsin
Arl4c.2,0,1.29728602,0.857,0.502,0,Tnaive,Arl4c
Gpr132.2,8.09E-172,1.297265866,0.429,0.268,2.68E-167,Tnaive,Gpr132
Gm1976.2,1.05E-09,1.297042223,0.037,0.022,3.48E-05,Tnaive,Gm1976
Cep83os.2,6.62E-16,1.296771334,0.048,0.026,2.19E-11,Tnaive,Cep83os
Trav13-1.2,3.18E-28,1.296451739,0.043,0.017,1.05E-23,Tnaive,Trav13-1
Klhdc10.1,4.91E-49,1.295567072,0.172,0.103,1.63E-44,Tnaive,Klhdc10
Vipr1.1,1.88E-35,1.29555142,0.108,0.059,6.24E-31,Tnaive,Vipr1
1110002L01Rik,1.46E-11,1.293644443,0.048,0.028,4.85E-07,Tnaive,1110002L01Rik
Rph3al.2,2.57E-16,1.293338301,0.049,0.026,8.50E-12,Tnaive,Rph3al
Mesd.1,2.24E-79,1.291278572,0.223,0.126,7.43E-75,Tnaive,Mesd
U2af1l4.2,1.37E-97,1.288633849,0.241,0.128,4.53E-93,Tnaive,U2af1l4
Mettl17.2,1.02E-82,1.288117703,0.228,0.127,3.39E-78,Tnaive,Mettl17
Igflr1.2,3.84E-125,1.287325687,0.243,0.112,1.27E-120,Tnaive,Igflr1
Sh3pxd2a.1,2.93E-22,1.287082987,0.075,0.042,9.72E-18,Tnaive,Sh3pxd2a
Mypopos.2,5.74E-33,1.286732113,0.118,0.069,1.90E-28,Tnaive,Mypopos
B230219D22Rik.2,2.76E-198,1.286094833,0.465,0.29,9.14E-194,Tnaive,B230219D22Rik
Hbp1.2,3.20E-125,1.285652353,0.315,0.178,1.06E-120,Tnaive,Hbp1
Ptov1.2,9.99E-13,1.285121884,0.047,0.027,3.31E-08,Tnaive,Ptov1
Gatd3a.2,4.39E-140,1.283699713,0.288,0.141,1.45E-135,Tnaive,Gatd3a
Prkd2.1,1.44E-261,1.283499685,0.531,0.316,4.76E-257,Tnaive,Prkd2
Zfp276.2,3.02E-20,1.282341751,0.069,0.039,1.00E-15,Tnaive,Zfp276
Pigw.1,1.15E-07,1.281530656,0.033,0.02,0.003796473,Tnaive,Pigw
G0s2.2,1.94E-19,1.28092583,0.072,0.042,6.44E-15,Tnaive,G0s2
Gm16124.1,2.20E-37,1.280818467,0.113,0.061,7.28E-33,Tnaive,Gm16124
Smad4.1,1.83E-114,1.278953535,0.334,0.206,6.08E-110,Tnaive,Smad4
Slc35e2.2,6.78E-37,1.278814142,0.136,0.08,2.25E-32,Tnaive,Slc35e2
Mex3b.2,2.97E-25,1.278037451,0.073,0.039,9.85E-21,Tnaive,Mex3b
Cdc14b.2,6.63E-30,1.277718552,0.112,0.066,2.20E-25,Tnaive,Cdc14b
Hnrnph3.2,2.28E-166,1.27729876,0.416,0.256,7.57E-162,Tnaive,Hnrnph3
Bcorl1,1.03E-07,1.276679119,0.034,0.021,0.003426816,Tnaive,Bcorl1
Hlcs,6.48E-33,1.275905369,0.135,0.083,2.15E-28,Tnaive,Hlcs
Gfod2.2,3.34E-09,1.275750852,0.04,0.025,0.000110725,Tnaive,Gfod2
Insr.1,6.09E-24,1.275745065,0.075,0.041,2.02E-19,Tnaive,Insr
Ptger1.1,1.44E-07,1.274164207,0.021,0.011,0.004768923,Tnaive,Ptger1
Nckap5l.2,6.60E-17,1.273640669,0.066,0.039,2.19E-12,Tnaive,Nckap5l
Gm16867.1,1.37E-09,1.272046303,0.033,0.018,4.55E-05,Tnaive,Gm16867
Trav13n-4.1,1.15E-13,1.271910547,0.017,0.006,3.82E-09,Tnaive,Trav13n-4
Bmt2.1,8.44E-65,1.270431329,0.182,0.099,2.80E-60,Tnaive,Bmt2
Zfp74,5.74E-16,1.267446851,0.065,0.039,1.90E-11,Tnaive,Zfp74
1810034E14Rik.1,1.80E-36,1.267343617,0.12,0.068,5.95E-32,Tnaive,1810034E14Rik
Trav5-1.1,2.53E-07,1.266773412,0.013,0.006,0.00838051,Tnaive,Trav5-1
Dyrk2.1,8.86E-96,1.264821109,0.276,0.161,2.94E-91,Tnaive,Dyrk2
Abraxas1,5.40E-21,1.263591237,0.08,0.047,1.79E-16,Tnaive,Abraxas1
6720427I07Rik.1,6.45E-22,1.263415522,0.083,0.049,2.14E-17,Tnaive,6720427I07Rik
Pars2,7.67E-07,1.263319193,0.037,0.024,0.02542891,Tnaive,Pars2
5830405F06Rik.2,7.14E-14,1.26293736,0.039,0.02,2.37E-09,Tnaive,5830405F06Rik
Trav21-dv12.1,1.07E-08,1.262813497,0.018,0.009,0.000353328,Tnaive,Trav21-dv12
Kdm4b.2,2.15E-41,1.261901086,0.134,0.075,7.12E-37,Tnaive,Kdm4b
Mtrex.2,3.41E-59,1.261333095,0.169,0.092,1.13E-54,Tnaive,Mtrex
Pdpr.2,4.01E-20,1.257744927,0.076,0.044,1.33E-15,Tnaive,Pdpr
Pdp1.1,1.08E-13,1.25715235,0.06,0.036,3.58E-09,Tnaive,Pdp1
Zfp60,8.57E-16,1.257116865,0.053,0.029,2.84E-11,Tnaive,Zfp60
Acpp.2,1.60E-11,1.256769837,0.046,0.027,5.30E-07,Tnaive,Acpp
Rab5if.2,0,1.25674807,0.523,0.23,0,Tnaive,Rab5if
Pcmtd2.2,8.89E-67,1.256642128,0.197,0.111,2.95E-62,Tnaive,Pcmtd2
Slc35a5.1,9.35E-27,1.256524193,0.1,0.059,3.10E-22,Tnaive,Slc35a5
Patj.2,1.57E-49,1.255809677,0.142,0.076,5.20E-45,Tnaive,Patj
Trib2.1,4.25E-64,1.254973306,0.204,0.118,1.41E-59,Tnaive,Trib2
Tcta.2,8.66E-29,1.254922381,0.095,0.052,2.87E-24,Tnaive,Tcta
Vat1.2,6.03E-18,1.254810992,0.074,0.044,2.00E-13,Tnaive,Vat1
Ccdc191.1,5.61E-30,1.254614622,0.102,0.058,1.86E-25,Tnaive,Ccdc191
Bicra.1,5.44E-41,1.254586699,0.141,0.081,1.80E-36,Tnaive,Bicra
Zfp553.1,2.96E-32,1.253579913,0.122,0.072,9.82E-28,Tnaive,Zfp553
Gprc5b.2,7.50E-11,1.253517888,0.029,0.015,2.49E-06,Tnaive,Gprc5b
Fam102b,1.49E-11,1.253299995,0.046,0.027,4.94E-07,Tnaive,Fam102b
Afg1l.1,3.06E-08,1.251939884,0.029,0.017,0.0010124,Tnaive,Afg1l
Pgm2l1.2,1.44E-21,1.251687348,0.08,0.047,4.76E-17,Tnaive,Pgm2l1
Tmem131.2,6.25E-91,1.250713841,0.264,0.154,2.07E-86,Tnaive,Tmem131
Lrch4.2,2.11E-118,1.250396485,0.306,0.172,7.00E-114,Tnaive,Lrch4
Gm26740.1,2.22E-252,1.250294467,0.511,0.286,7.34E-248,Tnaive,Gm26740
Gm26917.2,0,1.249094582,0.735,0.507,0,Tnaive,Gm26917
Orai2.1,3.72E-176,1.248200984,0.415,0.242,1.23E-171,Tnaive,Orai2
Nme2.2,0,1.24585168,0.98,0.465,0,Tnaive,Nme2
Ttyh3.2,3.35E-47,1.24503561,0.18,0.11,1.11E-42,Tnaive,Ttyh3
Pex6.2,1.63E-50,1.244440371,0.185,0.112,5.42E-46,Tnaive,Pex6
9430015G10Rik.2,2.48E-15,1.243350777,0.069,0.043,8.21E-11,Tnaive,9430015G10Rik
Gm17509.1,3.61E-07,1.241455464,0.02,0.011,0.011950527,Tnaive,Gm17509
Piga.1,4.48E-22,1.241317316,0.096,0.059,1.48E-17,Tnaive,Piga
Galnt10.1,3.65E-56,1.241224104,0.201,0.122,1.21E-51,Tnaive,Galnt10
P2rx4.1,1.98E-27,1.238314651,0.1,0.058,6.56E-23,Tnaive,P2rx4
Selenot.2,1.06E-217,1.238283523,0.472,0.272,3.50E-213,Tnaive,Selenot
Map3k3.1,1.00E-46,1.237863189,0.176,0.107,3.33E-42,Tnaive,Map3k3
Tmem250-ps.1,3.28E-09,1.237778038,0.05,0.033,0.00010878,Tnaive,Tmem250-ps
Trav4-4-dv10.2,6.00E-15,1.23711493,0.02,0.008,1.99E-10,Tnaive,Trav4-4-dv10
Shpk.1,3.17E-07,1.237056546,0.027,0.016,0.010502848,Tnaive,Shpk
Ess2.2,1.01E-34,1.234787041,0.117,0.066,3.33E-30,Tnaive,Ess2
Zbtb40,6.69E-13,1.233947272,0.057,0.035,2.22E-08,Tnaive,Zbtb40
1110035H17Rik,1.25E-07,1.233374292,0.024,0.014,0.004144564,Tnaive,1110035H17Rik
Dbp.1,1.25E-36,1.23229787,0.119,0.066,4.13E-32,Tnaive,Dbp
Piezo1.2,7.09E-34,1.232003357,0.154,0.098,2.35E-29,Tnaive,Piezo1
Poli,1.66E-26,1.23169851,0.115,0.071,5.50E-22,Tnaive,Poli
Rexo5.1,1.07E-17,1.231565605,0.068,0.04,3.54E-13,Tnaive,Rexo5
Nars2.2,1.57E-21,1.231050101,0.098,0.061,5.20E-17,Tnaive,Nars2
Gm14085.2,3.17E-89,1.230951732,0.192,0.092,1.05E-84,Tnaive,Gm14085
Klf13.1,0,1.230802491,0.827,0.607,0,Tnaive,Klf13
Gucd1,1.28E-31,1.230430143,0.141,0.089,4.25E-27,Tnaive,Gucd1
Gpr18.1,2.40E-162,1.228819896,0.432,0.272,7.94E-158,Tnaive,Gpr18
Zfp956.2,1.64E-14,1.228740733,0.065,0.04,5.44E-10,Tnaive,Zfp956
Pacs2.1,5.76E-33,1.227787397,0.144,0.09,1.91E-28,Tnaive,Pacs2
Apobec1.2,1.25E-19,1.227784713,0.069,0.039,4.14E-15,Tnaive,Apobec1
Ssbp2.2,2.00E-110,1.227555189,0.323,0.194,6.62E-106,Tnaive,Ssbp2
Lypd6b.2,6.30E-13,1.2273042,0.05,0.029,2.09E-08,Tnaive,Lypd6b
Cd55.1,1.64E-88,1.227258321,0.264,0.153,5.44E-84,Tnaive,Cd55
Fxyd7.1,8.59E-10,1.225928539,0.027,0.014,2.85E-05,Tnaive,Fxyd7
Crebrf.2,1.39E-104,1.225760364,0.297,0.173,4.61E-100,Tnaive,Crebrf
Kpna4.2,0,1.225590668,0.646,0.425,0,Tnaive,Kpna4
Ppp1r3e.1,7.81E-07,1.225490871,0.026,0.015,0.025876493,Tnaive,Ppp1r3e
Twnk.1,9.42E-09,1.225361859,0.041,0.026,0.000312094,Tnaive,Twnk
Gm47664.2,3.68E-07,1.225138787,0.023,0.013,0.01220167,Tnaive,Gm47664
Ints5.2,8.84E-29,1.223782425,0.123,0.076,2.93E-24,Tnaive,Ints5
Polrmt.1,3.19E-20,1.223480942,0.094,0.059,1.06E-15,Tnaive,Polrmt
5031439G07Rik.2,4.63E-13,1.223259721,0.054,0.033,1.53E-08,Tnaive,5031439G07Rik
Gm20707.2,1.84E-20,1.221978456,0.083,0.049,6.10E-16,Tnaive,Gm20707
Tnfrsf25.2,1.02E-24,1.220928452,0.085,0.047,3.39E-20,Tnaive,Tnfrsf25
Fam13b.2,6.27E-78,1.22087189,0.235,0.135,2.08E-73,Tnaive,Fam13b
Atp5md.2,0,1.219866207,0.762,0.297,0,Tnaive,Atp5md
1810009A15Rik.2,1.66E-125,1.219601185,0.302,0.161,5.50E-121,Tnaive,1810009A15Rik
Slfn1.1,1.16E-280,1.219082158,0.588,0.35,3.84E-276,Tnaive,Slfn1
Macrod1.2,9.43E-27,1.21890738,0.118,0.074,3.12E-22,Tnaive,Macrod1
Grcc10.2,0,1.218818402,0.921,0.554,0,Tnaive,Grcc10
Tut7.2,3.30E-115,1.218569821,0.268,0.136,1.09E-110,Tnaive,Tut7
Usp53.2,7.24E-38,1.218122516,0.147,0.089,2.40E-33,Tnaive,Usp53
Hmga1.2,3.67E-138,1.217998902,0.332,0.18,1.22E-133,Tnaive,Hmga1
Amd1.1,4.12E-25,1.217428814,0.129,0.085,1.37E-20,Tnaive,Amd1
Foxo3.2,7.48E-42,1.217376423,0.152,0.09,2.48E-37,Tnaive,Foxo3
Osbpl8.2,1.93E-88,1.216880749,0.303,0.195,6.38E-84,Tnaive,Osbpl8
Dusp7.1,2.02E-42,1.216639373,0.157,0.094,6.68E-38,Tnaive,Dusp7
Rere.1,2.23E-62,1.216310567,0.215,0.129,7.38E-58,Tnaive,Rere
Gm20234.2,4.25E-28,1.215656833,0.092,0.051,1.41E-23,Tnaive,Gm20234
Ddc.2,3.30E-28,1.215190844,0.087,0.046,1.09E-23,Tnaive,Ddc
Dus4l.2,1.09E-18,1.214990362,0.085,0.052,3.63E-14,Tnaive,Dus4l
Rad9a.2,7.60E-46,1.214862993,0.189,0.12,2.52E-41,Tnaive,Rad9a
Gpcpd1.2,1.09E-110,1.214698437,0.32,0.192,3.60E-106,Tnaive,Gpcpd1
Cfl2.2,3.35E-51,1.214547553,0.19,0.116,1.11E-46,Tnaive,Cfl2
Orc5.1,4.58E-36,1.213776775,0.158,0.1,1.52E-31,Tnaive,Orc5
Il16.2,0,1.213424716,0.717,0.441,0,Tnaive,Il16
C730034F03Rik.1,5.01E-16,1.213314015,0.073,0.045,1.66E-11,Tnaive,C730034F03Rik
Stambpl1.2,8.19E-142,1.21249276,0.374,0.224,2.71E-137,Tnaive,Stambpl1
Trav14d-3-dv8.2,1.17E-14,1.210463882,0.034,0.016,3.87E-10,Tnaive,Trav14d-3-dv8
Trav12-1.2,1.70E-09,1.209164697,0.023,0.011,5.63E-05,Tnaive,Trav12-1
Add3.2,0,1.208041916,0.673,0.433,0,Tnaive,Add3
Cyb5r1.2,1.76E-22,1.207631097,0.107,0.067,5.83E-18,Tnaive,Cyb5r1
Adrb2.2,6.77E-52,1.207245954,0.16,0.09,2.24E-47,Tnaive,Adrb2
Gtf2ird2,7.33E-16,1.207087983,0.061,0.035,2.43E-11,Tnaive,Gtf2ird2
Trav8-2.1,3.61E-09,1.206942223,0.016,0.007,0.000119723,Tnaive,Trav8-2
Ncf1.2,1.34E-24,1.206895537,0.1,0.06,4.43E-20,Tnaive,Ncf1
Mrm2.2,2.69E-10,1.206765569,0.053,0.034,8.92E-06,Tnaive,Mrm2
Rhobtb2.2,5.71E-30,1.206699887,0.117,0.069,1.89E-25,Tnaive,Rhobtb2
Rara.1,3.13E-95,1.205571009,0.296,0.179,1.04E-90,Tnaive,Rara
4933407K13Rik.2,1.37E-08,1.204359927,0.027,0.015,0.000453278,Tnaive,4933407K13Rik
B3gntl1.2,4.83E-12,1.204177007,0.05,0.03,1.60E-07,Tnaive,B3gntl1
Lime1.2,2.19E-64,1.204136473,0.181,0.097,7.26E-60,Tnaive,Lime1
Yae1d1.1,1.01E-28,1.203612172,0.14,0.091,3.36E-24,Tnaive,Yae1d1
Zfp27.1,3.01E-07,1.203059772,0.03,0.018,0.009963143,Tnaive,Zfp27
Gm32856.1,4.87E-10,1.202849543,0.045,0.028,1.61E-05,Tnaive,Gm32856
Rbm4.2,8.46E-57,1.202711625,0.202,0.122,2.80E-52,Tnaive,Rbm4
Retreg3.1,1.59E-91,1.202676071,0.276,0.163,5.26E-87,Tnaive,Retreg3
Ears2.2,1.53E-14,1.202385825,0.079,0.052,5.07E-10,Tnaive,Ears2
Nfe2l2.2,1.08E-76,1.201362393,0.26,0.159,3.59E-72,Tnaive,Nfe2l2
Oxr1.1,8.79E-75,1.200940026,0.258,0.16,2.91E-70,Tnaive,Oxr1
Brpf3.1,9.25E-10,1.200494698,0.048,0.03,3.06E-05,Tnaive,Brpf3
AU041133.1,1.76E-14,1.200408432,0.06,0.036,5.83E-10,Tnaive,AU041133
Osm.1,4.32E-10,1.200308603,0.046,0.028,1.43E-05,Tnaive,Osm
Hspbap1.1,9.94E-25,1.19942522,0.112,0.07,3.29E-20,Tnaive,Hspbap1
Pias1.1,9.46E-101,1.199316791,0.32,0.2,3.13E-96,Tnaive,Pias1
Slc2a9.2,2.34E-22,1.199284357,0.084,0.048,7.75E-18,Tnaive,Slc2a9
Itprid2.2,2.51E-07,1.199171539,0.032,0.02,0.008330067,Tnaive,Itprid2
Xpo5.2,3.96E-30,1.197775772,0.124,0.075,1.31E-25,Tnaive,Xpo5
Ikbke.2,7.48E-107,1.197220084,0.324,0.197,2.48E-102,Tnaive,Ikbke
Sprtn.1,1.18E-15,1.19679395,0.074,0.047,3.90E-11,Tnaive,Sprtn
Map3k14.1,1.06E-37,1.196700468,0.156,0.096,3.51E-33,Tnaive,Map3k14
Snapc4.1,4.26E-14,1.19650397,0.067,0.042,1.41E-09,Tnaive,Snapc4
Zdhhc9.1,1.49E-14,1.195483864,0.07,0.044,4.94E-10,Tnaive,Zdhhc9
Atp1b3,0,1.195008909,0.928,0.766,0,Tnaive,Atp1b3
Trbv3.2,6.22E-41,1.194668574,0.085,0.038,2.06E-36,Tnaive,Trbv3
Arid1b.2,5.55E-66,1.193710259,0.24,0.15,1.84E-61,Tnaive,Arid1b
Klhl6.2,2.18E-195,1.19298201,0.495,0.312,7.23E-191,Tnaive,Klhl6
Kctd2.1,9.20E-71,1.192748004,0.239,0.145,3.05E-66,Tnaive,Kctd2
Zbtb6,1.04E-17,1.192697627,0.077,0.047,3.46E-13,Tnaive,Zbtb6
Il17ra.1,2.07E-130,1.19186969,0.4,0.261,6.85E-126,Tnaive,Il17ra
Usp21.2,1.25E-28,1.191537529,0.127,0.08,4.14E-24,Tnaive,Usp21
Ppp2r5a.2,0,1.189725962,0.707,0.476,0,Tnaive,Ppp2r5a
Kiz.2,2.13E-24,1.189079792,0.101,0.061,7.07E-20,Tnaive,Kiz
C030034I22Rik.1,4.08E-24,1.188524605,0.096,0.057,1.35E-19,Tnaive,C030034I22Rik
Zfp110.2,2.64E-50,1.187558824,0.186,0.113,8.73E-46,Tnaive,Zfp110
Med18.2,1.12E-13,1.187311075,0.069,0.044,3.72E-09,Tnaive,Med18
Pik3cb,5.50E-07,1.186464585,0.027,0.016,0.018220265,Tnaive,Pik3cb
Trbv13-1.2,1.25E-39,1.186301177,0.087,0.04,4.13E-35,Tnaive,Trbv13-1
Zmat1,2.44E-08,1.186035695,0.046,0.03,0.000808189,Tnaive,Zmat1
Rprd1a.2,6.17E-14,1.185483692,0.075,0.049,2.05E-09,Tnaive,Rprd1a
Emid1.1,2.78E-07,1.185302619,0.024,0.013,0.009211165,Tnaive,Emid1
Zadh2.2,1.90E-34,1.183015767,0.143,0.088,6.29E-30,Tnaive,Zadh2
Gm12764.2,1.09E-06,1.182802212,0.03,0.019,0.036209232,Tnaive,Gm12764
St6gal1.2,9.03E-94,1.18261636,0.278,0.162,2.99E-89,Tnaive,St6gal1
Icam2.2,6.56E-83,1.18250065,0.295,0.19,2.17E-78,Tnaive,Icam2
Cfap298.2,7.92E-40,1.182137455,0.132,0.074,2.62E-35,Tnaive,Cfap298
Pglyrp2.2,2.01E-162,1.182016855,0.436,0.272,6.67E-158,Tnaive,Pglyrp2
Tlnrd1.2,2.91E-07,1.181002543,0.055,0.039,0.009637378,Tnaive,Tlnrd1
Zdhhc8.1,3.51E-42,1.179021323,0.188,0.123,1.16E-37,Tnaive,Zdhhc8
Ccdc171.2,1.21E-17,1.17807205,0.069,0.041,4.01E-13,Tnaive,Ccdc171
Tspan32.2,2.01E-144,1.177962915,0.446,0.291,6.67E-140,Tnaive,Tspan32
Trav14n-3.2,7.82E-14,1.176621534,0.022,0.009,2.59E-09,Tnaive,Trav14n-3
Hid1.2,1.63E-54,1.176532143,0.18,0.104,5.41E-50,Tnaive,Hid1
Tpra1.2,6.63E-46,1.175684989,0.18,0.111,2.20E-41,Tnaive,Tpra1
Relch.2,1.25E-61,1.175508059,0.176,0.095,4.13E-57,Tnaive,Relch
Trpc4ap.2,4.17E-174,1.174291933,0.483,0.325,1.38E-169,Tnaive,Trpc4ap
Trav16.1,8.65E-16,1.173856271,0.036,0.017,2.87E-11,Tnaive,Trav16
Zfp87.1,4.08E-34,1.173193665,0.137,0.083,1.35E-29,Tnaive,Zfp87
Kif21b.2,2.42E-205,1.172749534,0.508,0.317,8.00E-201,Tnaive,Kif21b
Zfp113,4.81E-14,1.1722364,0.066,0.041,1.59E-09,Tnaive,Zfp113
Ccdc15.1,4.30E-10,1.171817634,0.062,0.041,1.43E-05,Tnaive,Ccdc15
4732440D04Rik.1,5.45E-21,1.171057003,0.095,0.059,1.81E-16,Tnaive,4732440D04Rik
Plekho1.1,1.58E-58,1.170832901,0.189,0.108,5.23E-54,Tnaive,Plekho1
Trav16n.2,4.70E-29,1.170224064,0.05,0.021,1.56E-24,Tnaive,Trav16n
Plekhn1.1,8.44E-17,1.169571957,0.07,0.042,2.80E-12,Tnaive,Plekhn1
Fbxl12.1,3.23E-70,1.169093184,0.241,0.147,1.07E-65,Tnaive,Fbxl12
Lrrc8b.1,1.08E-16,1.169079958,0.08,0.05,3.57E-12,Tnaive,Lrrc8b
Zfp322a.1,1.28E-35,1.16876939,0.159,0.101,4.25E-31,Tnaive,Zfp322a
Riox2.1,1.47E-77,1.167758072,0.249,0.149,4.88E-73,Tnaive,Riox2
Lyrm7.1,8.73E-09,1.167756028,0.056,0.038,0.000289343,Tnaive,Lyrm7
Cxxc5.1,9.81E-80,1.166128,0.215,0.115,3.25E-75,Tnaive,Cxxc5
Nfatc3.2,3.93E-227,1.16571483,0.547,0.356,1.30E-222,Tnaive,Nfatc3
Gm28935.2,1.65E-37,1.165680691,0.146,0.088,5.46E-33,Tnaive,Gm28935
2010001A14Rik.2,8.69E-07,1.164273459,0.031,0.019,0.028803521,Tnaive,2010001A14Rik
Gm20324.2,6.70E-44,1.163640779,0.213,0.144,2.22E-39,Tnaive,Gm20324
Vps26c.2,9.60E-34,1.163561822,0.132,0.079,3.18E-29,Tnaive,Vps26c
