,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
SYPL11,1.75E-93,2.38224651,0.476,0.134,9.71E-89,8,SYPL1
PEX5,1.27E-92,2.382106147,0.168,0.019,7.03E-88,8,PEX5
VRK1,1.30E-303,2.380140758,0.566,0.068,7.24E-299,8,VRK1
PAFAH1B3,1.78E-257,2.377898122,0.519,0.068,9.89E-253,8,PAFAH1B3
SNTA1,1.20E-71,2.377233943,0.165,0.024,6.69E-67,8,SNTA1
GTDC1,6.28E-125,2.37428558,0.183,0.017,3.49E-120,8,GTDC1
RFWD3,5.77E-238,2.373145901,0.278,0.021,3.20E-233,8,RFWD3
ATP5PB2,1.26E-81,2.370660381,0.504,0.182,7.02E-77,8,ATP5PB
RUVBL1,1.49E-217,2.369108315,0.479,0.067,8.29E-213,8,RUVBL1
CDCA7L,8.87E-202,2.368726072,0.416,0.054,4.93E-197,8,CDCA7L
ETS11,1.48E-236,2.367449791,0.456,0.056,8.22E-232,8,ETS1
STMP11,7.45E-107,2.364913034,0.406,0.09,4.14E-102,8,STMP1
PFKP,9.83E-197,2.362987675,0.298,0.029,5.46E-192,8,PFKP
NFATC1,2.44E-84,2.358809171,0.201,0.029,1.35E-79,8,NFATC1
PHTF2,5.06E-195,2.358273798,0.326,0.035,2.81E-190,8,PHTF2
ATP5F1C1,2.71E-70,2.357194912,0.481,0.187,1.50E-65,8,ATP5F1C
TMED8,1.66E-155,2.355748106,0.308,0.039,9.23E-151,8,TMED8
RAD21,7.29E-211,2.355292968,0.792,0.197,4.05E-206,8,RAD21
UQCC31,2.44E-113,2.354340765,0.406,0.085,1.36E-108,8,UQCC3
RPRD1B,6.86E-145,2.352577092,0.328,0.046,3.81E-140,8,RPRD1B
LINC00877,5.50E-71,2.351987583,0.221,0.04,3.05E-66,8,LINC00877
HIST1H2BF,1.66E-212,2.350358676,0.266,0.022,9.24E-208,8,HIST1H2BF
BMP2K,2.67E-88,2.34962043,0.203,0.029,1.48E-83,8,BMP2K
UFD12,1.96E-83,2.346895498,0.439,0.131,1.09E-78,8,UFD1
RCC2,3.77E-256,2.340943213,0.416,0.044,2.09E-251,8,RCC2
BARD1,5.82E-197,2.338054357,0.388,0.048,3.23E-192,8,BARD1
LYAR,5.12E-182,2.328845336,0.373,0.048,2.85E-177,8,LYAR
IL21R,1.11E-60,2.321955914,0.15,0.023,6.18E-56,8,IL21R
CHEK2,2.01E-209,2.321474904,0.268,0.022,1.11E-204,8,CHEK2
RASSF2,5.76E-118,2.318799969,0.238,0.03,3.20E-113,8,RASSF2
CCNE1,4.48E-109,2.31425371,0.19,0.021,2.49E-104,8,CCNE1
RANGAP1,2.20E-165,2.306499175,0.341,0.044,1.22E-160,8,RANGAP1
EMC62,2.00E-115,2.300980796,0.546,0.156,1.11E-110,8,EMC6
PAG11,3.71E-159,2.299856864,0.404,0.063,2.06E-154,8,PAG1
RASGRP1,2.49E-104,2.298571632,0.233,0.032,1.38E-99,8,RASGRP1
PPP6R11,6.79E-176,2.296145506,0.459,0.073,3.77E-171,8,PPP6R1
PRIM1,2.30E-201,2.291803085,0.301,0.029,1.28E-196,8,PRIM1
HRASLS2,7.46E-119,2.290786683,0.251,0.033,4.14E-114,8,HRASLS2
SSBP2,1.20E-91,2.288036936,0.268,0.047,6.68E-87,8,SSBP2
RAPGEF5,2.17E-75,2.286129265,0.158,0.021,1.21E-70,8,RAPGEF5
P2RX51,2.50E-178,2.278697489,0.519,0.091,1.39E-173,8,P2RX5
GNGT2,9.85E-121,2.277506225,0.155,0.013,5.47E-116,8,GNGT2
NUTM2A-AS11,1.87E-52,2.277311965,0.263,0.066,1.04E-47,8,NUTM2A-AS1
NEIL1,1.35E-57,2.273389834,0.283,0.074,7.51E-53,8,NEIL1
OXCT1,4.73E-239,2.272204847,0.464,0.057,2.63E-234,8,OXCT1
DPYSL2,9.98E-150,2.269963688,0.208,0.019,5.54E-145,8,DPYSL2
LYSMD2,2.70E-70,2.265131672,0.188,0.03,1.50E-65,8,LYSMD2
LYN1,4.32E-189,2.26429184,0.584,0.112,2.40E-184,8,LYN
TEX30,9.34E-175,2.260434584,0.353,0.045,5.18E-170,8,TEX30
CBX31,7.72E-184,2.253350126,0.825,0.25,4.29E-179,8,CBX3
PRMT3,1.07E-99,2.251626559,0.173,0.019,5.94E-95,8,PRMT3
PRIM2,1.05E-159,2.248943991,0.251,0.025,5.82E-155,8,PRIM2
LYL1,7.81E-132,2.248427251,0.328,0.05,4.34E-127,8,LYL1
THOC3,8.08E-211,2.2483687,0.536,0.086,4.48E-206,8,THOC3
MAPRE2,7.23E-102,2.246132346,0.276,0.045,4.02E-97,8,MAPRE2
ATP5MPL4,2.64E-64,2.246118607,0.496,0.213,1.46E-59,8,ATP5MPL
RBM381,1.59E-172,2.244257057,0.444,0.07,8.82E-168,8,RBM38
ACYP1,5.74E-169,2.24194286,0.343,0.044,3.18E-164,8,ACYP1
TAF1B,9.16E-104,2.240654263,0.231,0.032,5.09E-99,8,TAF1B
NNT-AS1,6.93E-61,2.238156669,0.163,0.026,3.85E-56,8,NNT-AS1
H2AFV,6.81E-162,2.237532352,0.87,0.378,3.78E-157,8,H2AFV
PPIA1,5.46E-157,2.23707047,0.945,0.656,3.03E-152,8,PPIA
TUBB6,3.97E-89,2.2357332,0.183,0.024,2.21E-84,8,TUBB6
ATP5F1E3,9.38E-48,2.23512442,0.511,0.288,5.21E-43,8,ATP5F1E
UQCRHL,5.79E-90,2.230075144,0.243,0.04,3.22E-85,8,UQCRHL
ITGB1BP12,2.09E-211,2.229635188,0.594,0.104,1.16E-206,8,ITGB1BP1
ATAD3A,6.64E-160,2.226205552,0.361,0.051,3.69E-155,8,ATAD3A
HDAC11,5.96E-172,2.223260778,0.591,0.123,3.31E-167,8,HDAC1
FAM111A,2.91E-211,2.222466917,0.396,0.047,1.62E-206,8,FAM111A
XPO1,1.16E-232,2.218266744,0.571,0.088,6.46E-228,8,XPO1
MAP4K2,7.35E-161,2.217522887,0.368,0.053,4.08E-156,8,MAP4K2
CBX51,5.63E-243,2.21387523,0.684,0.12,3.13E-238,8,CBX5
DAAM1,1.40E-180,2.212923608,0.521,0.091,7.77E-176,8,DAAM1
USP1,8.57E-232,2.209718877,0.632,0.108,4.76E-227,8,USP1
CEP78,8.84E-222,2.206947051,0.278,0.023,4.91E-217,8,CEP78
PKM,1.69E-157,2.20325811,0.835,0.309,9.37E-153,8,PKM
RCOR1,2.00E-128,2.202195397,0.251,0.031,1.11E-123,8,RCOR1
LINC01184,3.32E-70,2.200859711,0.246,0.049,1.85E-65,8,LINC01184
HAUS5,1.67E-153,2.199204448,0.238,0.024,9.27E-149,8,HAUS5
MCM8,1.16E-191,2.194174269,0.218,0.016,6.43E-187,8,MCM8
PRKDC,2.68E-173,2.189544428,0.594,0.123,1.49E-168,8,PRKDC
PTPN181,4.80E-135,2.186814942,0.471,0.096,2.67E-130,8,PTPN18
WDR4,6.36E-160,2.183180753,0.248,0.025,3.53E-155,8,WDR4
NUDT15,1.11E-184,2.181848615,0.311,0.034,6.17E-180,8,NUDT15
pT122,3.79E-07,2.173774789,0.243,0.176,0.021052501,8,pT12
HLA-DPA11,5.34E-112,2.173473921,0.794,0.32,2.97E-107,8,HLA-DPA1
ERI1,5.74E-169,2.169886708,0.238,0.022,3.19E-164,8,ERI1
H2AFZ,1.42E-146,2.168326176,0.897,0.574,7.86E-142,8,H2AFZ
RRAS2,2.61E-122,2.161693423,0.439,0.09,1.45E-117,8,RRAS2
EIPR1,1.50E-101,2.161001196,0.276,0.045,8.34E-97,8,EIPR1
ARMC6,8.11E-118,2.160848507,0.241,0.031,4.50E-113,8,ARMC6
SELENOO,2.80E-58,2.158777559,0.168,0.028,1.55E-53,8,SELENOO
RPA3,1.71E-190,2.158176333,0.799,0.213,9.49E-186,8,RPA3
ADSL1,3.29E-170,2.157443535,0.456,0.076,1.83E-165,8,ADSL
AIMP2,1.44E-125,2.157421518,0.333,0.053,7.97E-121,8,AIMP2
COP1,6.26E-88,2.157115134,0.238,0.039,3.48E-83,8,COP1
LAT21,6.60E-115,2.156981786,0.429,0.092,3.66E-110,8,LAT2
AL138963.31,4.43E-26,2.155431667,0.216,0.075,2.46E-21,8,AL138963.3
PDCD11,5.51E-54,2.154322399,0.173,0.032,3.06E-49,8,PDCD11
RAB30-AS1,2.34E-80,2.153841752,0.256,0.047,1.30E-75,8,RAB30-AS1
SLC44A2,3.04E-105,2.152781187,0.278,0.044,1.69E-100,8,SLC44A2
USP39,6.13E-124,2.151542135,0.318,0.049,3.41E-119,8,USP39
NUP93,1.87E-168,2.149832062,0.286,0.031,1.04E-163,8,NUP93
PPP4R3A1,7.31E-131,2.149493137,0.396,0.072,4.06E-126,8,PPP4R3A
SELENOH2,1.90E-64,2.146516968,0.526,0.235,1.06E-59,8,SELENOH
MMS22L,2.86E-187,2.142696499,0.238,0.02,1.59E-182,8,MMS22L
TMEM106C,1.90E-210,2.138836217,0.612,0.111,1.05E-205,8,TMEM106C
TSPAN33,1.40E-87,2.138512904,0.163,0.019,7.79E-83,8,TSPAN33
HLA-DQA21,4.19E-85,2.131726614,0.308,0.063,2.32E-80,8,HLA-DQA2
DOHH,3.99E-93,2.130704641,0.228,0.034,2.21E-88,8,DOHH
UBR7,9.44E-165,2.128820093,0.331,0.042,5.24E-160,8,UBR7
TTF2,1.91E-196,2.127922793,0.356,0.041,1.06E-191,8,TTF2
TRAC1,1.11E-103,2.127632915,0.293,0.05,6.16E-99,8,TRAC
NASP,1.42E-174,2.125420265,0.747,0.194,7.87E-170,8,NASP
CDK5RAP2,3.24E-196,2.125205014,0.401,0.051,1.80E-191,8,CDK5RAP2
PDF,1.34E-44,2.12490738,0.168,0.035,7.43E-40,8,PDF
CNTRL1,8.36E-178,2.119081412,0.531,0.096,4.64E-173,8,CNTRL
ITPKB,7.55E-81,2.117679131,0.153,0.018,4.19E-76,8,ITPKB
PTPA,1.47E-82,2.1141613,0.253,0.045,8.17E-78,8,PTPA
POLR3K,8.35E-168,2.111178878,0.476,0.081,4.64E-163,8,POLR3K
SNRPB,3.35E-164,2.109382371,0.875,0.331,1.86E-159,8,SNRPB
HIST1H1D,1.25E-144,2.109091902,0.449,0.083,6.94E-140,8,HIST1H1D
RMDN1,7.09E-182,2.108145349,0.474,0.076,3.94E-177,8,RMDN1
UNG,1.34E-90,2.107626108,0.233,0.036,7.42E-86,8,UNG
DMAC2,2.04E-99,2.103607219,0.223,0.031,1.13E-94,8,DMAC2
GAPDH,1.73E-143,2.101014627,0.97,0.854,9.62E-139,8,GAPDH
FDXR,1.46E-114,2.099004964,0.203,0.023,8.08E-110,8,FDXR
NUTM2B-AS11,5.06E-74,2.097873461,0.303,0.068,2.81E-69,8,NUTM2B-AS1
RPA1,3.09E-209,2.096765111,0.441,0.058,1.72E-204,8,RPA1
PHF6,4.75E-119,2.095351199,0.343,0.059,2.64E-114,8,PHF6
ZSCAN16-AS1,5.57E-91,2.09425437,0.298,0.057,3.09E-86,8,ZSCAN16-AS1
RBM15,1.38E-140,2.086563534,0.261,0.031,7.66E-136,8,RBM15
CD831,2.90E-83,2.084323713,0.246,0.043,1.61E-78,8,CD83
CCDC51,2.76E-120,2.084293291,0.226,0.027,1.53E-115,8,CCDC51
NUCKS1,6.69E-145,2.081110127,0.872,0.336,3.72E-140,8,NUCKS1
CARD11,1.26E-125,2.078962257,0.208,0.022,6.97E-121,8,CARD11
SMARCA4,8.62E-185,2.077892332,0.551,0.1,4.79E-180,8,SMARCA4
TBC1D1,1.27E-122,2.077708095,0.466,0.102,7.04E-118,8,TBC1D1
LPCAT1,1.02E-109,2.075721498,0.296,0.048,5.66E-105,8,LPCAT1
SLC41A1,2.30E-61,2.072527794,0.153,0.023,1.28E-56,8,SLC41A1
CENPQ,2.38E-154,2.069975828,0.228,0.022,1.32E-149,8,CENPQ
RTN4IP1,1.32E-94,2.069786591,0.163,0.018,7.30E-90,8,RTN4IP1
PPIH,1.28E-192,2.069178974,0.559,0.099,7.10E-188,8,PPIH
GET4,3.65E-65,2.06735908,0.238,0.049,2.03E-60,8,GET4
CYBB,3.97E-136,2.06556814,0.338,0.051,2.20E-131,8,CYBB
LRCH1,5.25E-52,2.064129101,0.195,0.04,2.92E-47,8,LRCH1
PTPRC1,1.66E-178,2.063833557,0.777,0.203,9.20E-174,8,PTPRC
TMEM97,7.91E-196,2.055210407,0.313,0.032,4.39E-191,8,TMEM97
MTA2,2.99E-142,2.055200002,0.278,0.034,1.66E-137,8,MTA2
THOP1,8.13E-185,2.055011234,0.429,0.061,4.51E-180,8,THOP1
CENPV,7.48E-78,2.053662215,0.183,0.026,4.15E-73,8,CENPV
NUP188,3.83E-88,2.052774488,0.178,0.022,2.13E-83,8,NUP188
TIMM29,2.91E-64,2.04340997,0.195,0.035,1.61E-59,8,TIMM29
ATP5MD3,5.82E-58,2.043207675,0.484,0.208,3.23E-53,8,ATP5MD
CTNNAL1,2.17E-186,2.04118477,0.406,0.055,1.21E-181,8,CTNNAL1
SF3B3,4.19E-140,2.039897885,0.401,0.068,2.32E-135,8,SF3B3
VIRMA,6.44E-72,2.037792754,0.218,0.038,3.57E-67,8,VIRMA
KCTD9,1.35E-84,2.036436581,0.155,0.018,7.51E-80,8,KCTD9
ARPC1B1,3.52E-132,2.03608308,0.754,0.254,1.95E-127,8,ARPC1B
ATP5PF3,1.94E-48,2.022033282,0.521,0.282,1.08E-43,8,ATP5PF
DIAPH1,8.93E-159,2.018137486,0.426,0.069,4.96E-154,8,DIAPH1
SF3B4,1.03E-122,2.017557612,0.531,0.129,5.75E-118,8,SF3B4
TUBG1,1.59E-193,2.016073557,0.554,0.097,8.83E-189,8,TUBG1
CHD1L,6.87E-120,2.015999528,0.248,0.032,3.82E-115,8,CHD1L
NETO2,2.31E-96,2.013573864,0.165,0.018,1.28E-91,8,NETO2
YJU2,6.08E-55,2.012505918,0.193,0.038,3.38E-50,8,YJU2
NOP16,4.96E-119,2.012073645,0.328,0.054,2.76E-114,8,NOP16
G2E3,6.73E-118,2.011870488,0.271,0.038,3.73E-113,8,G2E3
AC023590.1,9.93E-116,2.009246883,0.278,0.04,5.51E-111,8,AC023590.1
RAD51C,1.13E-193,2.007548336,0.474,0.071,6.30E-189,8,RAD51C
MYO1G1,5.41E-141,2.004330213,0.429,0.077,3.00E-136,8,MYO1G
RAB5IF2,1.59E-67,2.004001277,0.459,0.166,8.82E-63,8,RAB5IF
BYSL,9.21E-104,2.001414085,0.175,0.019,5.11E-99,8,BYSL
APEX2,4.33E-95,2.001258723,0.211,0.029,2.41E-90,8,APEX2
PUDP,4.93E-165,1.999400843,0.321,0.039,2.74E-160,8,PUDP
SLC25A10,5.49E-131,1.997786185,0.16,0.013,3.05E-126,8,SLC25A10
CCP110,2.97E-103,1.997317751,0.223,0.03,1.65E-98,8,CCP110
CBX1,1.85E-193,1.996703006,0.456,0.066,1.03E-188,8,CBX1
DONSON,8.88E-164,1.993660264,0.288,0.032,4.93E-159,8,DONSON
RAN,8.73E-155,1.989481285,0.925,0.496,4.85E-150,8,RAN
SRRT,7.92E-150,1.988108688,0.526,0.108,4.40E-145,8,SRRT
SNHG10,9.31E-64,1.988056215,0.178,0.029,5.17E-59,8,SNHG10
CARHSP1,1.58E-190,1.987653817,0.784,0.195,8.75E-186,8,CARHSP1
ARPC51,2.19E-138,1.987630922,0.825,0.292,1.21E-133,8,ARPC5
SKA21,5.59E-221,1.986883029,0.682,0.127,3.11E-216,8,SKA2
HDGF,1.58E-188,1.982202606,0.574,0.104,8.77E-184,8,HDGF
CD79B1,2.92E-112,1.981413084,0.81,0.332,1.62E-107,8,CD79B
TPGS2,1.17E-186,1.980913219,0.584,0.108,6.48E-182,8,TPGS2
PFN11,1.54E-143,1.980691664,0.942,0.687,8.56E-139,8,PFN1
FCRLA1,1.86E-76,1.979137334,0.409,0.113,1.04E-71,8,FCRLA
ARHGAP451,7.42E-90,1.978634538,0.316,0.063,4.12E-85,8,ARHGAP45
ASH2L,1.09E-132,1.978507772,0.283,0.037,6.08E-128,8,ASH2L
POLH,8.74E-110,1.973517512,0.208,0.025,4.85E-105,8,POLH
CCT2,2.86E-160,1.972958211,0.724,0.194,1.59E-155,8,CCT2
ATP5MC14,2.67E-43,1.972800121,0.479,0.241,1.48E-38,8,ATP5MC1
NCBP2-AS21,8.36E-84,1.972479079,0.316,0.067,4.64E-79,8,NCBP2-AS2
IKBKE,8.73E-88,1.971525784,0.233,0.037,4.85E-83,8,IKBKE
DARS2,4.03E-129,1.970236791,0.175,0.016,2.24E-124,8,DARS2
ARHGDIB1,2.88E-130,1.968240348,0.88,0.454,1.60E-125,8,ARHGDIB
RTF22,3.26E-80,1.967105818,0.404,0.108,1.81E-75,8,RTF2
FADS3,3.61E-54,1.966760012,0.213,0.046,2.01E-49,8,FADS3
SPI11,1.23E-111,1.966423731,0.459,0.105,6.83E-107,8,SPI1
ILK1,4.28E-158,1.963087151,0.494,0.091,2.38E-153,8,ILK
SH3BP1,3.66E-118,1.962095343,0.291,0.044,2.03E-113,8,SH3BP1
KNOP1,1.77E-55,1.955350943,0.155,0.026,9.82E-51,8,KNOP1
PITPNC1,2.79E-138,1.948986857,0.278,0.035,1.55E-133,8,PITPNC1
ARF51,6.91E-158,1.948409541,0.677,0.177,3.84E-153,8,ARF5
RTRAF3,7.10E-61,1.947547065,0.496,0.21,3.94E-56,8,RTRAF
CASP2,4.03E-123,1.94429691,0.258,0.034,2.23E-118,8,CASP2
THAP9-AS1,2.95E-50,1.942450459,0.155,0.028,1.64E-45,8,THAP9-AS1
ITGB3BP,4.27E-207,1.94036789,0.531,0.082,2.37E-202,8,ITGB3BP
NUP155,5.19E-121,1.937514224,0.236,0.029,2.88E-116,8,NUP155
ATP5F1A3,1.64E-55,1.936901134,0.531,0.261,9.13E-51,8,ATP5F1A
DCTPP1,6.51E-132,1.936246688,0.456,0.091,3.62E-127,8,DCTPP1
TUBB2A,1.72E-32,1.934203869,0.185,0.052,9.53E-28,8,TUBB2A
KYAT3,1.15E-62,1.932879008,0.195,0.035,6.39E-58,8,KYAT3
WRAP53,4.01E-130,1.931890026,0.228,0.025,2.23E-125,8,WRAP53
ATP5IF13,2.12E-51,1.9281948,0.529,0.267,1.18E-46,8,ATP5IF1
ZNF107,8.51E-67,1.92764092,0.201,0.035,4.72E-62,8,ZNF107
NOMO2,1.46E-65,1.923049222,0.211,0.039,8.11E-61,8,NOMO2
CEP1281,8.82E-114,1.922559796,0.341,0.06,4.90E-109,8,CEP128
CEP135,1.54E-138,1.919803695,0.316,0.044,8.56E-134,8,CEP135
EED,9.46E-125,1.919220033,0.323,0.05,5.25E-120,8,EED
MPHOSPH6,2.81E-128,1.919086327,0.348,0.056,1.56E-123,8,MPHOSPH6
PDE6D,8.63E-89,1.91875174,0.376,0.085,4.79E-84,8,PDE6D
OVCA21,5.03E-34,1.917508277,0.211,0.063,2.80E-29,8,OVCA2
CCT6A1,5.40E-167,1.916727497,0.707,0.176,3.00E-162,8,CCT6A
HMGXB4,2.73E-166,1.915220067,0.378,0.053,1.52E-161,8,HMGXB4
GGCT,5.10E-176,1.915055453,0.469,0.075,2.83E-171,8,GGCT
CFL11,5.42E-138,1.913935947,0.955,0.682,3.01E-133,8,CFL1
HPRT11,2.39E-177,1.912300208,0.456,0.071,1.32E-172,8,HPRT1
GPSM2,1.24E-153,1.911127195,0.226,0.021,6.90E-149,8,GPSM2
LRRCC1,8.70E-142,1.910935179,0.211,0.02,4.83E-137,8,LRRCC1
MZT11,1.30E-168,1.909711292,0.659,0.149,7.22E-164,8,MZT1
MAD1L1,1.18E-124,1.908969213,0.296,0.043,6.57E-120,8,MAD1L1
CD82,1.54E-90,1.905377302,0.293,0.055,8.57E-86,8,CD82
KLHL18,8.94E-104,1.905096126,0.256,0.038,4.96E-99,8,KLHL18
PPP2R3B,4.02E-73,1.904284438,0.15,0.019,2.23E-68,8,PPP2R3B
RITA1,4.64E-145,1.903097433,0.338,0.048,2.58E-140,8,RITA1
TELO2,3.25E-92,1.899834217,0.223,0.033,1.81E-87,8,TELO2
AC009403.1,3.26E-56,1.899413377,0.163,0.028,1.81E-51,8,AC009403.1
ITGAE,4.89E-132,1.898790245,0.704,0.21,2.72E-127,8,ITGAE
ODF2,7.73E-171,1.897289852,0.378,0.052,4.29E-166,8,ODF2
RAE1,1.14E-159,1.896881871,0.343,0.046,6.32E-155,8,RAE1
POLE3,1.94E-185,1.8963185,0.622,0.125,1.08E-180,8,POLE3
PET1001,4.90E-92,1.894043712,0.622,0.231,2.72E-87,8,PET100
MTREX,1.71E-69,1.893358197,0.263,0.055,9.48E-65,8,MTREX
TOX,2.38E-75,1.891913294,0.216,0.036,1.32E-70,8,TOX
E2F3,1.31E-46,1.891800202,0.195,0.043,7.25E-42,8,E2F3
HIF1AN,4.90E-39,1.888616144,0.16,0.035,2.72E-34,8,HIF1AN
SASH32,1.94E-138,1.887203547,0.514,0.109,1.08E-133,8,SASH3
AP1B1,1.79E-165,1.886233427,0.411,0.062,9.97E-161,8,AP1B1
C17orf491,1.63E-79,1.883121896,0.341,0.08,9.02E-75,8,C17orf49
MTOR,3.59E-79,1.88291301,0.248,0.045,1.99E-74,8,MTOR
UBAC2,3.40E-87,1.88124233,0.211,0.031,1.89E-82,8,UBAC2
SMIM37,6.96E-57,1.879426033,0.243,0.056,3.86E-52,8,SMIM37
SMPD4,1.94E-169,1.877930994,0.406,0.06,1.08E-164,8,SMPD4
LIME12,8.93E-31,1.875458021,0.338,0.155,4.96E-26,8,LIME1
ALOX5AP1,1.74E-61,1.871851994,0.331,0.091,9.68E-57,8,ALOX5AP
TUBB4B1,1.97E-122,1.869646057,0.822,0.338,1.09E-117,8,TUBB4B
SNRPF,1.55E-149,1.869022625,0.822,0.271,8.60E-145,8,SNRPF
SLC2A1,5.27E-54,1.867773694,0.17,0.031,2.93E-49,8,SLC2A1
QRSL1,3.10E-114,1.866557222,0.306,0.049,1.72E-109,8,QRSL1
FCHO1,9.39E-55,1.866472007,0.15,0.025,5.21E-50,8,FCHO1
SUPT16H,1.52E-157,1.864899405,0.501,0.094,8.44E-153,8,SUPT16H
ACTG1,4.75E-93,1.864780224,0.942,0.764,2.64E-88,8,ACTG1
YEATS4,1.73E-196,1.861428069,0.504,0.077,9.61E-192,8,YEATS4
NUP62,5.50E-150,1.861274753,0.409,0.066,3.06E-145,8,NUP62
EFTUD2,1.62E-124,1.858723875,0.353,0.059,9.01E-120,8,EFTUD2
ATP5PD2,7.06E-57,1.858526385,0.476,0.199,3.92E-52,8,ATP5PD
HLA-DMA1,1.86E-95,1.857410043,0.662,0.233,1.03E-90,8,HLA-DMA
SENP1,3.64E-63,1.857400693,0.16,0.025,2.02E-58,8,SENP1
ERAL1,1.28E-126,1.857002825,0.366,0.063,7.11E-122,8,ERAL1
MTPN1,5.74E-129,1.854965416,0.624,0.166,3.18E-124,8,MTPN
PSMB8-AS11,5.11E-74,1.844920461,0.316,0.073,2.84E-69,8,PSMB8-AS1
DBF4,1.81E-162,1.844616113,0.514,0.096,1.00E-157,8,DBF4
STRN,6.93E-97,1.843786821,0.175,0.02,3.85E-92,8,STRN
MMD,6.30E-99,1.839756561,0.193,0.024,3.50E-94,8,MMD
TWF21,2.48E-138,1.838982127,0.504,0.106,1.38E-133,8,TWF2
TRBC21,4.37E-105,1.834180234,0.318,0.056,2.42E-100,8,TRBC2
BPNT1,2.71E-90,1.834111723,0.268,0.046,1.50E-85,8,BPNT1
HIST2H2AC1,1.41E-156,1.831749108,0.456,0.078,7.82E-152,8,HIST2H2AC
CCDC137,2.09E-125,1.831519697,0.328,0.051,1.16E-120,8,CCDC137
CNN21,6.72E-110,1.831485426,0.647,0.206,3.73E-105,8,CNN2
CD191,4.28E-130,1.828188995,0.569,0.137,2.38E-125,8,CD19
GGA2,1.67E-102,1.828090891,0.496,0.127,9.25E-98,8,GGA2
HIST1H2AG,2.97E-174,1.824958125,0.381,0.052,1.65E-169,8,HIST1H2AG
ADIPOR2,7.77E-73,1.822866094,0.266,0.053,4.32E-68,8,ADIPOR2
TRAPPC51,6.75E-41,1.822228874,0.241,0.066,3.75E-36,8,TRAPPC5
ATP5MG2,4.71E-40,1.821431803,0.566,0.363,2.61E-35,8,ATP5MG
TCERG1,3.55E-141,1.819167252,0.531,0.113,1.97E-136,8,TCERG1
BIK,1.05E-66,1.81769411,0.459,0.15,5.82E-62,8,BIK
ZYX,1.35E-58,1.815447369,0.263,0.062,7.48E-54,8,ZYX
LDHA,7.03E-116,1.81284514,0.867,0.424,3.90E-111,8,LDHA
MTRNR2L122,2.44E-62,1.81204656,0.506,0.188,1.36E-57,8,MTRNR2L12
RBBP8,6.15E-139,1.811464911,0.373,0.06,3.41E-134,8,RBBP8
C12orf49,1.01E-150,1.810818576,0.381,0.058,5.62E-146,8,C12orf49
MRPL37,1.09E-144,1.809977475,0.602,0.143,6.07E-140,8,MRPL37
DNM21,3.97E-123,1.809058892,0.564,0.142,2.20E-118,8,DNM2
SH3TC1,6.12E-27,1.808788189,0.165,0.049,3.40E-22,8,SH3TC1
FERMT3,8.49E-108,1.806471959,0.564,0.156,4.71E-103,8,FERMT3
YIF1B1,6.13E-121,1.805161755,0.521,0.127,3.40E-116,8,YIF1B
TXNDC51,5.36E-17,1.805121822,0.496,0.359,2.97E-12,8,TXNDC5
MGST2,3.43E-30,1.804435663,0.16,0.042,1.90E-25,8,MGST2
SUSD31,5.81E-103,1.803579624,0.499,0.127,3.23E-98,8,SUSD3
STAT5B,1.30E-55,1.802523221,0.153,0.025,7.22E-51,8,STAT5B
PKIG,5.58E-62,1.800173955,0.216,0.042,3.10E-57,8,PKIG
DENND4B,2.37E-71,1.800113912,0.165,0.023,1.32E-66,8,DENND4B
YWHAH,1.16E-146,1.799663691,0.699,0.189,6.47E-142,8,YWHAH
ZBTB32,6.95E-79,1.798873085,0.15,0.018,3.86E-74,8,ZBTB32
SAAL1,1.06E-151,1.798589248,0.328,0.044,5.87E-147,8,SAAL1
STK17A1,6.15E-115,1.798079463,0.644,0.19,3.41E-110,8,STK17A
ARRDC1-AS1,2.57E-36,1.796643156,0.165,0.039,1.43E-31,8,ARRDC1-AS1
TRAF4,1.80E-78,1.795083261,0.326,0.073,9.98E-74,8,TRAF4
MIR4435-2HG2,1.07E-93,1.794485161,0.431,0.108,5.96E-89,8,MIR4435-2HG
PPP2R5D,1.34E-70,1.793320443,0.158,0.022,7.44E-66,8,PPP2R5D
PLPBP,4.16E-57,1.793299676,0.256,0.061,2.31E-52,8,PLPBP
MYH91,8.03E-144,1.791598357,0.614,0.149,4.46E-139,8,MYH9
AC118549.1,3.63E-58,1.788714717,0.173,0.03,2.02E-53,8,AC118549.1
RPIA1,8.13E-168,1.78850947,0.476,0.08,4.51E-163,8,RPIA
ENO1,8.78E-115,1.788175366,0.837,0.382,4.88E-110,8,ENO1
SNRPA,1.77E-131,1.785487675,0.607,0.155,9.83E-127,8,SNRPA
MRPL13,1.38E-161,1.785356834,0.576,0.118,7.68E-157,8,MRPL13
MATR3.1,6.45E-55,1.783698242,0.238,0.055,3.58E-50,8,MATR3.1
NIP7,9.20E-110,1.782227732,0.311,0.052,5.11E-105,8,NIP7
COA31,1.13E-66,1.78134162,0.431,0.138,6.30E-62,8,COA3
SLF2,6.36E-73,1.781086662,0.211,0.035,3.53E-68,8,SLF2
AAR2,7.60E-61,1.780487121,0.223,0.045,4.22E-56,8,AAR2
RANBP1,1.29E-112,1.780343111,0.835,0.358,7.17E-108,8,RANBP1
CENPJ,9.33E-170,1.779752933,0.286,0.031,5.18E-165,8,CENPJ
HRAS,4.31E-123,1.776555945,0.328,0.052,2.39E-118,8,HRAS
